1.930000000000000000e+02,1.008000000000000007e-01,0.000000000000000000e+00
1.870000000000000000e+02,6.443999999999999728e-01,0.000000000000000000e+00
1.810000000000000000e+02,1.158000000000000140e+00,0.000000000000000000e+00
1.690000000000000000e+02,2.098799999999999777e+00,0.000000000000000000e+00
1.570000000000000000e+02,2.931599999999999984e+00,0.000000000000000000e+00
1.450000000000000000e+02,3.651599999999999735e+00,0.000000000000000000e+00
1.330000000000000000e+02,4.234799999999999898e+00,0.000000000000000000e+00
1.210000000000000000e+02,4.642800000000000260e+00,0.000000000000000000e+00
1.090000000000000000e+02,4.801199999999999690e+00,0.000000000000000000e+00
1.030000000000000000e+02,4.753199999999999648e+00,0.000000000000000000e+00
9.700000000000000000e+01,4.589999999999999858e+00,0.000000000000000000e+00
9.100000000000000000e+01,4.276799999999999713e+00,0.000000000000000000e+00
8.500000000000000000e+01,3.745200000000000085e+00,0.000000000000000000e+00
8.200000000000000000e+01,3.359999999999999876e+00,0.000000000000000000e+00
7.900000000000000000e+01,2.842799999999999994e+00,0.000000000000000000e+00
7.600000000000000000e+01,2.091600000000000126e+00,0.000000000000000000e+00
7.450000000000000000e+01,1.515600000000000058e+00,0.000000000000000000e+00
7.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.450000000000000000e+01,-1.515600000000000058e+00,0.000000000000000000e+00
7.600000000000000000e+01,-2.091600000000000126e+00,0.000000000000000000e+00
7.900000000000000000e+01,-2.842799999999999994e+00,0.000000000000000000e+00
8.200000000000000000e+01,-3.359999999999999876e+00,0.000000000000000000e+00
8.500000000000000000e+01,-3.745200000000000085e+00,0.000000000000000000e+00
9.100000000000000000e+01,-4.276799999999999713e+00,0.000000000000000000e+00
9.700000000000000000e+01,-4.589999999999999858e+00,0.000000000000000000e+00
1.030000000000000000e+02,-4.753199999999999648e+00,0.000000000000000000e+00
1.090000000000000000e+02,-4.801199999999999690e+00,0.000000000000000000e+00
1.210000000000000000e+02,-4.642800000000000260e+00,0.000000000000000000e+00
1.330000000000000000e+02,-4.234799999999999898e+00,0.000000000000000000e+00
1.450000000000000000e+02,-3.651599999999999735e+00,0.000000000000000000e+00
1.570000000000000000e+02,-2.931599999999999984e+00,0.000000000000000000e+00
1.690000000000000000e+02,-2.098799999999999777e+00,0.000000000000000000e+00
1.810000000000000000e+02,-1.158000000000000140e+00,0.000000000000000000e+00
1.870000000000000000e+02,-6.443999999999999728e-01,0.000000000000000000e+00
1.930000000000000000e+02,-1.008000000000000007e-01,0.000000000000000000e+00
