1.820000000000000000e+02,1.528800000000000159e-01,0.000000000000000000e+00
1.729000000000000057e+02,9.773399999999999865e-01,0.000000000000000000e+00
1.638000000000000114e+02,1.756300000000000194e+00,0.000000000000000000e+00
1.455999999999999943e+02,3.183179999999999676e+00,0.000000000000000000e+00
1.273999999999999915e+02,4.446259999999999657e+00,0.000000000000000000e+00
1.092000000000000028e+02,5.538260000000000183e+00,0.000000000000000000e+00
9.100000000000000000e+01,6.422780000000000378e+00,0.000000000000000000e+00
7.279999999999999716e+01,7.041580000000000616e+00,0.000000000000000000e+00
5.460000000000000142e+01,7.281819999999999737e+00,0.000000000000000000e+00
4.550000000000000000e+01,7.209019999999999762e+00,0.000000000000000000e+00
3.639999999999999858e+01,6.961500000000000021e+00,0.000000000000000000e+00
2.730000000000000071e+01,6.486479999999999357e+00,0.000000000000000000e+00
1.819999999999999929e+01,5.680220000000000269e+00,0.000000000000000000e+00
1.365000000000000036e+01,5.096000000000000085e+00,0.000000000000000000e+00
9.099999999999999645e+00,4.311580000000000190e+00,0.000000000000000000e+00
4.549999999999999822e+00,3.172260000000000080e+00,0.000000000000000000e+00
2.274999999999999911e+00,2.298659999999999926e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.274999999999999911e+00,-2.298659999999999926e+00,0.000000000000000000e+00
4.549999999999999822e+00,-3.172260000000000080e+00,0.000000000000000000e+00
9.099999999999999645e+00,-4.311580000000000190e+00,0.000000000000000000e+00
1.365000000000000036e+01,-5.096000000000000085e+00,0.000000000000000000e+00
1.819999999999999929e+01,-5.680220000000000269e+00,0.000000000000000000e+00
2.730000000000000071e+01,-6.486479999999999357e+00,0.000000000000000000e+00
3.639999999999999858e+01,-6.961500000000000021e+00,0.000000000000000000e+00
4.550000000000000000e+01,-7.209019999999999762e+00,0.000000000000000000e+00
5.460000000000000142e+01,-7.281819999999999737e+00,0.000000000000000000e+00
7.279999999999999716e+01,-7.041580000000000616e+00,0.000000000000000000e+00
9.100000000000000000e+01,-6.422780000000000378e+00,0.000000000000000000e+00
1.092000000000000028e+02,-5.538260000000000183e+00,0.000000000000000000e+00
1.273999999999999915e+02,-4.446259999999999657e+00,0.000000000000000000e+00
1.455999999999999943e+02,-3.183179999999999676e+00,0.000000000000000000e+00
1.638000000000000114e+02,-1.756300000000000194e+00,0.000000000000000000e+00
1.729000000000000057e+02,-9.773399999999999865e-01,0.000000000000000000e+00
1.820000000000000000e+02,-1.528800000000000159e-01,0.000000000000000000e+00
