90	0	0
89.6148	0.0513	0
88.4664	0.1962	0
86.5746	0.4167	0
83.9709	0.693	0
80.7012	1.0143	0
76.8195	1.3698	0
72.3942	1.7505	0
67.5	2.1456	0
62.2206	2.5407	0
56.6469	2.9223	0
50.8734	3.2742	0
45	3.5802	0
39.1266	3.8232	0
33.3531	3.9879	0
30.5352	4.0356	0
27.7794	4.0581	0
25.0974	4.0536	0
22.5	4.0194	0
19.9989	3.9573	0
17.6058	3.8655	0
15.3297	3.7449	0
13.1805	3.5946	0
11.1672	3.4155	0
9.2988	3.2076	0
7.5843	2.9745	0
6.0291	2.7207	0
4.6404	2.448	0
3.4254	2.1555	0
2.3877	1.8351	0
1.5336	1.4814	0
0.8649	1.0926	0
0.3852	0.6903	0
0.0963	0.3141	0
0	0	0
0.0963	-0.3141	0
0.3852	-0.6903	0
0.8649	-1.0926	0
1.5336	-1.4814	0
2.3877	-1.8351	0
3.4254	-2.1555	0
4.6404	-2.448	0
6.0291	-2.7207	0
7.5843	-2.9745	0
9.2988	-3.2076	0
11.1672	-3.4155	0
13.1805	-3.5946	0
15.3297	-3.7449	0
17.6058	-3.8655	0
19.9989	-3.9573	0
22.5	-4.0194	0
25.0974	-4.0536	0
27.7794	-4.0581	0
30.5352	-4.0356	0
33.3531	-3.9879	0
39.1266	-3.8232	0
45	-3.5802	0
50.8734	-3.2742	0
56.6469	-2.9223	0
62.2206	-2.5407	0
67.5	-2.1456	0
72.3942	-1.7505	0
76.8195	-1.3698	0
80.7012	-1.0143	0
83.9709	-0.693	0
86.5746	-0.4167	0
88.4664	-0.1962	0
89.6148	-0.0513	0
90	0	0
